,X.2,X.1,X,AA,file,label,Duration,F1.5,F2.5,F3.5,F4.5,F5.5,F1.10,F2.10,F3.10,F4.10,F5.10,F1.15,F2.15,F3.15,F4.15,F5.15,F1.20,F2.20,F3.20,F4.20,F5.20,F1.25,F2.25,F3.25,F4.25,F5.25,F1.30,F2.30,F3.30,F4.30,F5.30,F1.35,F2.35,F3.35,F4.35,F5.35,F1.40,F2.40,F3.40,F4.40,F5.40,F1.45,F2.45,F3.45,F4.45,F5.45,F1.50,F2.50,F3.50,F4.50,F5.50,F1.55,F2.55,F3.55,F4.55,F5.55,F1.60,F2.60,F3.60,F4.60,F5.60,F1.65,F2.65,F3.65,F4.65,F5.65,F1.70,F2.70,F3.70,F4.70,F5.70,F1.75,F2.75,F3.75,F4.75,F5.75,F1.80,F2.80,F3.80,F4.80,F5.80,F1.85,F2.85,F3.85,F4.85,F5.85,F1.90,F2.90,F3.90,F4.90,F5.90,F1.95,F2.95,F3.95,F4.95,F5.95,X2,aa,file.1,label.1,duration,f0_min,f0_mean,f0_max,int_min,int_mean,int_max,F1,F2,F3,Keyword,Speaker,Variety,Segment,Selection,Position,Stress
2028,2028,8117,8117,8117,σάμα_exp2_maria_mavronikola_mono_119,m,0.072507269,457.0490772,1351.351765,2829.354632,3745.42236,3745.42236,352.7503273,1299.160359,2776.200213,3779.688248,NA,351.0181314,1309.561859,2811.387281,3778.911984,NA,349.2859355,1319.963358,2846.574348,3778.135719,NA,373.5079238,1333.897862,2853.182727,3763.915472,NA,409.5228182,1349.437672,2846.805692,3743.58663,NA,445.5377126,1364.977481,2840.428658,3723.257788,NA,453.1543056,1361.659399,2836.78041,3729.757105,NA,458.6083161,1356.905254,2833.339964,3738.299435,NA,457.0490772,1351.351765,2829.354632,3745.42236,NA,421.4641998,1341.920161,2822.725719,3745.658868,NA,385.8793225,1332.488556,2816.096805,3745.895376,NA,372.7175098,1329.32116,2816.327067,3741.878832,NA,391.4851689,1335.073726,2826.324498,3731.806127,NA,410.2528281,1340.826292,2836.321928,3721.733422,NA,486.098147,1336.008297,2879.334357,3725.295638,NA,592.1132347,1325.602978,2939.797656,3736.064919,NA,698.1283224,1315.197658,3000.260955,3772.116236,NA,754.202478,1314.242369,3024.562833,3772.116236,NA,4581,446,σάμα_exp2_maria_mavronikola_mono_119,m,73,236,243,247,56,57,58,512,1332,2875,sama,s30,CG,m,m,Medial,Stressed
2029,2029,8121,8121,8121,σάμα_exp2_maria_mavronikola_mono_321,m,0.086979921,491.3396849,1244.21795,1915.783415,3363.824612,3363.824612,306.7990348,742.5326485,1342.917194,2853.59734,3863.975711,295.9736637,859.0225576,1330.41454,2845.814467,3850.92393,317.5798054,1013.309469,1331.995335,2869.396336,3832.018249,421.03429,1153.278324,1646.545876,3061.391253,3821.748802,621.8156123,1276.221408,2333.252462,3453.648126,NA,756.5925647,1365.88219,2806.324342,3735.832876,NA,538.0988757,1277.408406,2135.973902,3428.886191,3862.347837,319.6051868,1188.934621,1465.623462,3121.939507,3862.347837,491.3396849,1244.21795,1915.783415,3363.824612,3862.347837,727.634211,1323.284705,2551.322551,3696.509401,NA,831.2395923,1362.899582,2827.519797,3857.301096,NA,830.0219458,1371.347889,2819.840733,3882.299056,NA,788.194444,1372.205462,2801.239186,3895.06202,NA,630.3520713,1351.377707,2751.434114,3872.871857,NA,472.5096986,1330.549953,2701.629043,3850.681694,NA,495.9437015,1267.279425,2754.27548,3756.973314,NA,526.9505577,1202.235843,2811.201846,3645.930666,NA,645.7539645,1253.622619,2909.238715,3645.930666,NA,4587,450,σάμα_exp2_maria_mavronikola_mono_321,m,87,225,241,250,54,55,56,682,1212,2543,sama,s30,CG,m,m,Medial,Stressed
2067,2067,8273,8273,8273,σάμι_exp2_maria_mavronikola_mono_168,m,0.047176527,425.5423151,1519.434545,2431.358709,3793.642852,3793.642852,572.1729405,1508.362553,2600.268151,3761.785336,NA,534.1824708,1485.134581,2558.688716,3767.35729,NA,496.192001,1461.906609,2517.109281,3772.929244,NA,458.2015313,1438.678638,2475.529845,3778.501198,NA,431.1021063,1429.103272,2444.990078,3783.129422,NA,429.5226327,1451.518764,2440.318517,3785.546294,NA,427.9431591,1473.934255,2435.646956,3787.963165,NA,426.3636855,1496.349747,2430.975395,3790.380036,NA,425.5423151,1519.434545,2431.358709,3793.642852,NA,436.6576184,1553.057891,2511.333277,3810.225445,NA,447.7729216,1586.681237,2591.307846,3826.808037,NA,458.8882248,1620.304583,2671.282414,3843.390629,NA,470.003528,1653.927929,2751.256982,3859.973222,NA,483.1604247,1708.402037,2802.397596,3887.234046,NA,496.7645009,1767.443182,2847.222577,3916.833773,NA,510.3685772,1826.484326,2892.047558,3946.433499,NA,523.9726534,1885.525471,2936.872539,3990.212603,NA,529.9130665,1943.134425,2950.72575,3990.212603,NA,4817,602,σάμι_exp2_maria_mavronikola_mono_168,m,47,244,249,252,58,59,60,503,1632,2705,sami,s30,CG,m,m,Medial,Stressed
2106,2106,8429,8429,8429,σάνα_exp2_maria_mavronikola_mono_121,n,0.068194274,357.3796529,1245.638699,1478.480439,3292.558024,3292.558024,404.8413484,922.3032194,1542.443067,3333.830945,4337.825816,386.6613793,1060.596372,1504.466993,3366.090816,4342.472704,368.4814102,1198.889525,1466.490918,3398.350688,4347.119593,357.5433291,1271.439671,1445.663856,3400.335056,4349.315623,353.5632624,1280.823861,1441.313583,3373.230686,4349.156866,349.5831956,1290.208052,1436.96331,3346.126316,4348.998108,350.0234181,1283.305192,1444.834261,3325.23577,4344.778793,353.7015355,1264.471946,1461.65735,3308.896897,4337.585088,357.3796529,1245.638699,1478.480439,3292.558024,4330.391382,358.6034753,1285.097987,1513.021618,3269.150486,4326.999548,358.4729445,1356.724836,1557.340167,3241.842249,4325.7057,358.3424136,1428.351685,1601.658716,3214.534011,4324.411851,359.721348,1446.122372,1668.743442,3234.59471,4340.067842,361.7120355,1442.066345,1745.054797,3273.852992,4362.593227,363.7027229,1438.010318,1821.366151,3313.111275,4385.118613,476.5047451,1464.57775,2237.526051,3592.735237,4390.101105,620.7791475,1499.842785,2750.208952,4288.519375,NA,765.0535499,1535.107821,3262.891853,4288.519375,NA,5051,758,σάνα_exp2_maria_mavronikola_mono_121,n,68,250,256,259,55,57,57,437,1261,1703,sana,s30,CG,n,n,Medial,Stressed
2107,2107,8433,8433,8433,σάνα_exp2_maria_mavronikola_mono_323,n,0.05501768,405.3356773,1446.472937,2541.884772,2955.003685,2955.003685,448.4722661,1285.489688,1997.834014,3209.324288,4466.718371,399.1282048,1308.930074,2053.296579,3186.864099,4488.847483,398.3220372,1307.166267,2086.347711,3157.715723,4495.554672,397.5158695,1305.40246,2119.398843,3128.567347,4502.261862,396.7097019,1303.638653,2152.449975,3099.418971,4508.969051,398.1786748,1332.292893,2240.50881,3064.336255,4507.016245,400.57634,1373.363511,2351.021306,3026.831192,4501.528505,402.9740053,1414.434129,2461.533801,2989.32613,4496.040765,405.3356773,1446.472937,2541.884772,2955.003685,4487.934434,407.2530222,1367.016205,2249.89894,2959.969893,4447.502219,409.1703671,1287.559473,1957.913108,2964.9361,4407.070005,411.0877119,1208.102741,1665.927276,2969.902308,4366.637791,411.7272962,1204.176417,1528.295263,2994.811784,4329.130015,410.7389274,1296.480922,1587.320413,3045.130327,4295.348172,409.7505587,1388.785426,1646.345563,3095.448871,4261.56633,408.7621899,1481.089931,1705.370713,3145.767415,4227.784487,426.6473982,1331.903261,1696.701849,3242.283497,4178.103292,449.1177072,1124.049314,1671.587567,3242.283497,4178.103292,5057,762,σάνα_exp2_maria_mavronikola_mono_323,n,55,244,248,251,54,55,55,471,1314,1921,sana,s30,CG,n,n,Medial,Stressed
2145,2145,8585,8585,8585,σάνι_exp2_maria_mavronikola_mono_170,n,0.057026571,390.8644562,976.5327051,2166.082284,2988.426215,2988.426215,558.8064524,1686.2613,3092.292921,4102.009795,NA,493.7672301,1634.080074,3017.38058,4036.312189,NA,469.1269141,1333.235307,2649.550636,3691.105633,NA,444.486598,1032.39054,2281.720691,3345.899078,4330.895049,419.846282,731.5457734,1913.890747,3000.692522,4330.895049,407.3215414,687.7248152,1856.100242,2892.650277,4336.911339,400.8545886,772.4157613,1953.329457,2903.190188,4345.935773,394.3876357,857.1067074,2050.558672,2913.730099,4354.960207,390.8644562,976.5327051,2166.082284,2988.426215,4362.544977,402.8503374,1278.95785,2377.988625,3401.124732,4362.544977,414.8362186,1581.382995,2589.894965,3813.823248,NA,426.8220997,1883.808139,2801.801306,4226.521765,NA,425.9558747,1746.252646,2775.156542,4119.821033,NA,418.2417973,1374.266905,2621.407108,3736.374271,NA,410.52772,1002.281165,2467.657673,3352.927509,4485.229941,409.1786981,763.4266554,2373.260513,3087.468354,4485.229941,445.2843437,1307.972386,2628.117141,3945.127599,NA,481.3899893,1852.518116,2882.973769,3945.127599,NA,5287,914,σάνι_exp2_maria_mavronikola_mono_170,n,57,251,255,258,57,60,61,485,1294,2388,sani,s30,CG,n,n,Medial,Stressed
2184,2184,8741,8741,8741,σάρα_exp2_maria_mavronikola_mono_122,r,0.014967082,710.2184248,1669.658185,2991.862864,3471.454136,3471.454136,722.6334901,1673.705845,3007.248977,3514.696535,NA,719.2965021,1672.022744,3003.185688,3486.741654,NA,715.9595141,1670.339642,2999.1224,3458.786773,NA,712.6225262,1668.656541,2995.059111,3430.831892,NA,709.9301942,1667.398543,2991.768651,3411.020355,NA,710.0022518,1667.963453,2991.792204,3426.1288,NA,710.0743095,1668.528364,2991.815758,3441.237245,NA,710.1463671,1669.093275,2991.839311,3456.345691,NA,710.2184248,1669.658185,2991.862864,3471.454136,NA,710.2904824,1670.223096,2991.886417,3486.562581,NA,710.3625401,1670.788006,2991.90997,3501.671027,NA,710.4345977,1671.352917,2991.933524,3516.779472,NA,710.5066554,1671.917828,2991.957077,3531.887917,NA,710.578713,1672.482738,2991.98063,3546.996363,NA,710.6507706,1673.047649,2992.004183,3562.104808,NA,710.7228283,1673.612559,2992.027736,3577.213253,NA,710.7948859,1674.17747,2992.051289,3607.430144,NA,710.8669436,1674.74238,2992.074843,3607.430144,NA,5521,1070,σάρα_exp2_maria_mavronikola_mono_122,r,15,248,248,249,58,58,58,722,1669,2971,sara,s30,CG,r,r,Medial,Stressed
2185,2185,8745,8745,8745,σάρα_exp2_maria_mavronikola_mono_324,r,0.017029957,689.3603863,1726.72629,3000.251568,3272.439813,3272.439813,728.9796751,1712.638505,2982.405958,3245.443476,NA,724.0285892,1714.369012,2985.123435,3248.913358,NA,719.0759888,1716.134338,2987.284597,3252.27428,NA,714.1233884,1717.899663,2989.445759,3255.635202,NA,709.170788,1719.664988,2991.60692,3258.996124,NA,704.2181875,1721.430314,2993.768082,3262.357047,NA,699.2655871,1723.195639,2995.929244,3265.717969,NA,694.3129867,1724.960964,2998.090406,3269.078891,NA,689.3603863,1726.72629,3000.251568,3272.439813,NA,684.4077858,1728.491615,3002.41273,3275.800735,NA,679.4551854,1730.25694,3004.573892,3279.161657,NA,674.502585,1732.022265,3006.735054,3282.522579,NA,672.1256654,1734.03762,3007.346365,3289.524169,NA,677.4861871,1736.804069,3003.301865,3307.462462,NA,682.8467087,1739.570519,2999.257366,3325.400754,NA,688.2072303,1742.336969,2995.212867,3343.339046,NA,693.5677519,1745.103419,2991.168367,3379.215631,NA,698.9282735,1747.869868,2987.123868,3379.215631,NA,5527,1074,σάρα_exp2_maria_mavronikola_mono_324,r,17,232,236,240,49,51,51,730,1742,2758,sara,s30,CG,r,r,Medial,Stressed
2225,2225,8905,8905,8905,σάρι_exp2_maria_mavronikola_mono_171,r,0.033190963,707.3280343,2175.284054,2966.240454,3988.83062,3988.83062,658.3817429,1199.737504,2732.155006,3021.922387,4422.252534,651.4809487,1218.72857,2750.9469,3020.403704,4355.007835,644.5801544,1237.719636,2769.738793,3018.88502,4287.763136,637.6793602,1256.710702,2788.530687,3017.366337,4220.518437,643.6192763,1377.243504,2817.647938,3136.553146,4191.098791,659.5464658,1576.753642,2854.796067,3349.622515,4191.098791,675.4736553,1776.263779,2891.944196,3562.691883,4191.098791,691.4008448,1975.773916,2929.092325,3775.761252,NA,707.3280343,2175.284054,2966.240454,3988.83062,NA,723.2552238,2374.794191,3003.388583,4201.899989,NA,729.2911821,2506.607697,3019.450519,4252.700984,NA,726.7907807,2579.997454,3017.314586,4163.460643,NA,724.2903793,2653.387211,3015.178653,4074.220303,NA,721.7899779,2726.776968,3013.04272,3984.979963,NA,719.2895764,2800.166725,3010.906787,3895.739623,NA,716.789175,2873.556483,3008.770854,3806.499283,NA,697.3656817,2915.675112,3056.686845,3787.967265,NA,661.7493298,2927.871965,3152.495015,3787.967265,NA,5767,1234,σάρι_exp2_maria_mavronikola_mono_171,r,33,240,245,253,40,49,55,652,2253,3053,sari,s30,CG,r,r,Medial,Stressed
2264,2264,9061,9061,9061,σαλά_exp2_maria_mavronikola_mono_147,l,0.101195313,595.7310345,1557.978245,3152.539108,4097.105299,4097.105299,646.0244737,1576.424208,3088.754736,4422.720874,NA,581.2392157,1555.811209,3118.658793,4322.627514,NA,579.8363918,1558.340689,3102.995653,3986.682331,NA,577.4361215,1559.224679,3090.901342,3784.633954,NA,573.7444713,1557.978273,3083.427543,3755.939898,NA,575.19467,1556.795574,3095.629992,3796.995579,NA,582.6952261,1555.687838,3130.985266,3920.125012,NA,589.5556669,1556.047703,3150.329803,4020.689851,NA,595.7310345,1557.978245,3152.539108,4097.105299,NA,599.1936272,1555.674979,3172.140895,4200.897209,NA,600.0147749,1549.24923,3208.677843,4331.345739,NA,603.2228586,1549.76374,3244.20428,4383.540493,NA,608.5452386,1556.425779,3278.835629,4366.419743,NA,615.4406215,1560.473275,3285.439326,4331.137095,NA,623.6028241,1562.415144,3269.470924,4281.227743,NA,639.8380961,1566.026503,3262.050945,4261.277352,NA,661.9788466,1570.859099,3260.884166,4202.141791,NA,711.9928711,1567.748308,3214.634767,4202.141791,NA,6001,1390,σαλά_exp2_maria_mavronikola_mono_147,l,101,218,224,231,57,58,59,637,1565,3155,sala1,s30,CG,l,l,Medial,Stressed
2303,2303,9217,9217,9217,σαλί_exp2_maria_mavronikola_mono_196,l,0.098686054,428.8456254,1632.146693,2946.457963,3422.437904,3422.437904,431.4878746,1700.93035,3069.511599,3758.577333,4664.906694,428.786311,1683.385732,3039.525123,3734.98533,4659.153037,425.7916935,1664.901959,2997.86469,3746.265186,4619.367423,425.1940104,1651.930258,2980.019809,3738.853162,4588.454405,426.5902637,1643.543879,2981.986357,3715.891935,4564.922228,427.340126,1649.176887,2987.078647,3675.519274,4569.91972,427.491552,1667.789203,2995.064787,3619.02691,4601.330306,427.9899262,1662.352238,2981.737054,3534.941549,4584.552252,428.8456254,1632.146693,2946.457963,3422.437904,4518.144267,429.7185776,1553.454177,2901.004691,3375.15243,4496.695199,430.6113001,1419.20024,2843.892781,3402.600731,4526.764743,430.7674114,1665.978714,2902.379239,3660.676612,4543.622474,429.9836372,2398.938907,3108.36447,4213.023823,NA,429.6240825,2825.290175,3274.5802,4515.934241,NA,429.8681053,2815.399788,3384.212083,4463.947232,NA,426.8108352,2818.529894,3436.961508,4425.547125,NA,418.5048913,2842.361075,3399.274405,4390.330276,NA,419.9156345,2844.489732,3356.985216,4390.330276,NA,6235,1546,σαλί_exp2_maria_mavronikola_mono_196,l,99,213,223,234,54,58,60,433,1976,3080,sali1,s30,CG,l,l,Medial,Stressed
2342,2342,9373,9373,9373,σαμά_exp2_maria_mavronikola_mono_143,m,0.091529511,330.776159,1316.485124,2800.740236,3788.145279,3788.145279,540.9327637,1311.750912,2787.010508,3721.101922,NA,462.5181891,1301.457342,2803.257648,3712.677837,NA,419.4368775,1301.107523,2810.313688,3719.75584,NA,402.5589293,1308.132051,2810.553551,3738.330285,NA,387.2007998,1311.111446,2810.343744,3753.310205,NA,374.2288865,1307.739716,2809.427924,3762.646485,NA,360.8243774,1306.09606,2807.981182,3771.767497,NA,345.7319737,1311.194973,2804.462898,3780.048583,NA,330.776159,1316.485124,2800.740236,3788.145279,NA,322.9031143,1331.691842,2786.419636,3786.680458,NA,315.0300696,1346.898561,2772.099037,3785.215638,NA,310.1832707,1354.386363,2745.227789,3781.954922,NA,305.9395483,1360.335925,2715.855423,3778.336315,NA,310.702766,1364.986961,2702.690711,3777.583284,NA,320.3426893,1368.934926,2698.30145,3778.381785,NA,318.5106522,1368.752933,2690.009905,3780.860609,NA,303.4082319,1363.793541,2677.204327,3781.010093,NA,348.9715263,1373.813584,2693.293255,3781.010093,NA,6469,1702,σαμά_exp2_maria_mavronikola_mono_143,m,92,215,221,225,54,59,60,429,1350,2777,sama1,s30,CG,m,m,Medial,Stressed
2381,2381,9529,9529,9529,σαμί_exp2_maria_mavronikola_mono_192,m,0.103312715,301.2679306,1616.697139,2659.609531,3772.53265,3772.53265,307.617894,1472.122566,2601.991645,3758.830468,NA,273.8103474,1456.84361,2613.818019,3746.480606,NA,275.5494839,1457.315461,2621.85765,3739.387112,NA,276.9473481,1443.438948,2626.310588,3737.01345,NA,278.1010218,1419.29575,2628.197138,3738.016969,NA,282.9328014,1432.510463,2635.026493,3744.055055,NA,289.7709852,1466.103889,2644.552143,3752.839494,NA,295.7033913,1534.361391,2652.417905,3762.506792,NA,301.2679306,1616.697139,2659.609531,3772.53265,NA,303.4988421,1626.812696,2659.352878,3797.893618,NA,304.7635896,1615.997136,2656.937538,3827.699062,NA,303.707787,1560.259416,2646.773721,3859.894738,NA,302.208098,1495.928759,2635.127737,3892.547629,NA,300.7284303,1498.652596,2645.396301,3908.816879,NA,299.2508995,1508.533424,2658.00389,3923.337439,NA,300.080695,1501.53762,2669.718854,3955.370155,NA,301.8093182,1497.126,2684.10022,3791.444244,4104.436455,328.5428789,1588.490554,2780.520411,3791.444244,4104.436455,6703,1858,σαμί_exp2_maria_mavronikola_mono_192,m,103,209,223,236,55,60,62,319,1516,2658,sami1,s30,CG,m,m,Medial,Stressed
2420,2420,9685,9685,9685,σανά_exp2_maria_mavronikola_mono_145,n,0.075800239,288.1102358,1686.17025,1815.270454,2901.292128,2901.292128,358.5032281,1665.030341,3176.499822,4330.576405,NA,334.5521045,1671.477503,2723.328611,3800.847007,NA,310.6009809,1677.924665,2270.1574,3271.117609,4427.228481,297.2015986,1680.240308,2064.933539,2995.992522,4436.83447,294.141745,1678.507525,2102.670403,2970.351242,4455.853255,291.0818914,1676.774742,2140.407268,2944.709961,4474.87204,289.9139223,1679.532668,2037.574088,2929.641655,4471.947931,289.0372687,1682.98208,1913.095696,2916.201393,4465.645018,288.1102358,1686.17025,1815.270454,2901.292128,4465.868626,287.0126694,1688.474115,1807.66581,2881.410302,4488.184429,285.9151029,1690.777981,1800.061166,2861.528476,4510.500232,286.1616888,1681.625055,1833.251402,2845.768352,4494.968073,287.3441371,1664.495369,1894.844962,2832.877953,4453.084372,288.5265854,1647.365684,1956.438522,2819.987554,4411.200672,290.0912211,1634.748134,2116.41042,2850.602733,4343.840988,291.6755393,1622.362958,2281.448776,2883.458437,4275.169298,305.9484414,1615.943525,2487.160918,3322.075087,4227.958093,348.1351255,1622.648207,2782.351853,3322.075087,4227.958093,6937,2014,σανά_exp2_maria_mavronikola_mono_145,n,76,217,225,232,56,60,60,351,1602,2206,sana1,s30,CG,n,n,Medial,Stressed
2460,2460,9844,9844,9844,σανί_exp2_maria_mavronikola_mono_194,n,0.102089022,287.557917,1295.473403,2174.804547,3056.861353,3056.861353,270.6461822,1526.712877,2466.380558,3117.467766,4411.781613,271.305934,1466.696717,2446.993165,3134.295336,4529.640314,271.7070341,1399.689278,2441.690357,3152.641901,4635.108243,271.0420066,1303.864721,2494.442322,3177.249556,4689.503073,271.9157518,1242.05832,2497.541293,3184.562132,4707.287782,277.7663414,1290.276668,2340.04784,3135.937326,4606.664561,282.7462185,1321.957872,2217.47416,3094.584928,4534.567446,285.454489,1310.495233,2186.002866,3072.205557,4536.892248,287.557917,1295.473403,2174.804547,3056.861353,4541.501753,288.3642733,1272.818967,2207.081177,3056.603911,4551.010754,288.1134628,1263.166704,2227.409588,3046.676223,4564.365312,285.9745999,1276.73574,2226.399016,3019.47791,4584.587861,283.8318957,1289.519094,2251.68243,2985.506365,4584.413116,281.6834264,1301.123279,2316.428395,2941.369417,4553.625697,280.098129,1294.802613,2476.117658,3044.616534,4550.434156,279.2272895,1265.741908,2756.25502,3334.839786,4582.251627,288.8626156,1126.470204,2882.505248,3390.849108,4576.749237,309.8014795,868.6229648,2843.188974,3390.849108,4576.749237,7176,2173,σανί_exp2_maria_mavronikola_mono_194,n,102,210,223,230,57,61,63,291,1410,2424,sani1,s30,CG,n,n,Medial,Stressed
2498,2498,9999,9999,9999,σαρά_exp2_maria_mavronikola_mono_146,r,0.022038723,564.2994954,1764.662855,2903.359564,3242.238087,3242.238087,630.6067814,1752.633375,2918.182119,3254.346082,NA,615.4756512,1754.692786,2913.400839,3250.473806,NA,600.344521,1756.752197,2908.619558,3246.60153,NA,585.2133908,1758.811609,2903.838278,3242.729254,NA,570.0822605,1760.87102,2899.056997,3238.856978,NA,564.8486958,1762.126608,2898.511552,3238.396525,NA,564.665629,1762.972024,2900.127556,3239.677045,NA,564.4825622,1763.817439,2901.74356,3240.957566,NA,564.2994954,1764.662855,2903.359564,3242.238087,NA,564.1164286,1765.50827,2904.975568,3243.518607,NA,563.9333618,1766.353686,2906.591572,3244.799128,NA,563.7502949,1767.199102,2908.207576,3246.079648,NA,563.5672281,1768.044517,2909.82358,3247.360169,NA,563.3841613,1768.889933,2911.439584,3248.64069,NA,569.7910671,1771.134244,2915.931153,3261.948562,NA,580.8308147,1774.361999,2922.444284,3283.711829,NA,591.8705622,1777.589753,2928.957415,3327.238363,NA,602.9103098,1780.817508,2935.470545,3327.238363,NA,7409,2328,σαρά_exp2_maria_mavronikola_mono_146,r,22,220,225,231,55,56,58,630,1767,2929,sara1,s30,CG,r,r,Medial,Stressed
2537,2537,10155,10155,10155,σαρί_exp2_maria_mavronikola_mono_195,r,0.028451366,413.0576116,2166.871541,3034.211982,4236.519313,4236.519313,450.3274109,1817.876459,2549.323175,3527.091368,4718.487984,443.4633121,1884.961782,2648.069023,3741.063239,4718.487984,436.5992132,1952.047104,2746.814872,3955.03511,NA,429.7351144,2019.132426,2845.560721,4169.006982,NA,422.8710156,2086.217748,2944.30657,4382.978853,NA,416.5001524,2148.055993,3034.523518,4568.92865,NA,415.3526388,2154.327842,3034.419673,4458.125537,NA,414.2051252,2160.599692,3034.315827,4347.322425,NA,413.0576116,2166.871541,3034.211982,4236.519313,NA,411.910098,2173.14339,3034.108136,4125.7162,NA,410.7625844,2179.41524,3034.004291,4014.913088,NA,409.6150708,2185.687089,3033.900446,3904.109976,NA,408.8995921,2193.132888,3033.789353,3801.331745,NA,415.3661099,2220.094015,3033.557791,3831.956336,NA,421.8326278,2247.055143,3033.326228,3862.580928,NA,428.2991456,2274.01627,3033.094665,3893.20552,NA,434.7656634,2300.977397,3032.863102,3954.454704,NA,441.2321813,2327.938524,3032.631539,3954.454704,NA,7643,2484,σαρί_exp2_maria_mavronikola_mono_195,r,28,158,208,226,48,52,54,454,2091,2920,sari1,s30,CG,r,r,Medial,Stressed
