,X.1,X,AA,Segment,duration,intensity,cog,sdev,skew,kurt,Speaker,keyword,Variety,Stress
893,893,893,893,m,74.98091365,52.77701863,804.454025,1068.962015,10.8981472,145.4041205,S4,sama1,CG,Stressed
894,894,894,894,m,74.27349876,48.76721628,690.6242289,778.636049,16.05368276,355.6118809,S4,sama1,CG,Stressed
932,932,932,932,m,73.57009256,51.57895505,492.8220926,596.74992,28.91224293,903.751676,S4,sami1,CG,Stressed
933,933,933,933,m,70.39846054,56.06032297,555.1587473,582.678336,21.38444015,573.8856397,S4,sami1,CG,Stressed
1292,1292,1292,1292,n,100.973432,34.1441753,643.4729194,1042.35278,15.81275492,285.3608706,S4,nasa,CG,Stressed
1293,1293,1293,1293,n,64.28840396,50.41546964,763.8100605,1358.868938,9.061131229,93.13575537,S4,nasa,CG,Stressed
1335,1335,1335,1335,n,74.43034273,53.78703657,753.0634613,1139.051076,12.0494071,171.8397244,S4,nisa,CG,Stressed
1336,1336,1336,1336,n,71.16395561,56.47972436,557.7225295,474.4259965,26.6159338,870.3428939,S4,nisa,CG,Stressed
1375,1375,1375,1375,n,53.91442123,44.30756677,1050.5529,2070.302741,5.600293553,31.95124241,S4,nasa1,CG,Unstressed
1376,1376,1376,1376,n,53.10671454,55.37245435,793.1811637,816.3391704,13.6132099,217.5460245,S4,nasa1,CG,Unstressed
1416,1416,1416,1416,n,61.13501679,56.18647173,585.6464474,415.8085424,23.10725328,848.4725379,S4,nisa1,CG,Unstressed
1417,1417,1417,1417,n,58.74546533,54.16988012,545.667005,137.4597563,66.86414868,7488.159742,S4,nisa1,CG,Unstressed
1458,1458,1458,1458,n,61.16819759,53.2389947,605.2166233,590.9835057,15.9666646,379.429784,S4,sana,CG,Stressed
1459,1459,1459,1459,n,54.74550804,50.48115831,1046.061437,1684.006069,7.113678718,62.66974806,S4,sana,CG,Stressed
1498,1498,1498,1498,n,46.63106549,48.28839613,567.8781766,692.2755588,19.75270496,459.231843,S4,sani,CG,Stressed
1499,1499,1499,1499,n,63.61630796,54.39769419,772.8280804,714.2972885,13.12054156,258.3058924,S4,sani,CG,Stressed
1539,1539,1539,1539,n,58.89793197,49.53207136,738.2268119,1541.781553,8.082019373,70.46277424,S4,sana1,CG,Stressed
1540,1540,1540,1540,n,67.4653753,54.75488816,676.6870264,1062.023141,12.11591656,181.9712696,S4,sana1,CG,Stressed
1578,1578,1578,1578,n,40.72052557,37.20129785,942.7593364,2359.387707,6.506044416,44.30435458,S4,sani1,CG,Stressed
1579,1579,1579,1579,n,71.59201751,51.00070935,564.7416833,724.9863898,19.03272096,432.205569,S4,sani1,CG,Stressed
1917,1917,1917,1917,r,13.30069213,33.39199722,1330.22843,1857.032057,8.443555207,83.21216286,S4,rasa,CG,Stressed
1918,1918,1918,1918,r,13.94485541,41.43914544,1422.426136,1103.44869,9.850407562,125.1213122,S4,rasa,CG,Stressed
1956,1956,1956,1956,r,24.77223968,47.93518551,1317.282896,1428.681055,6.12619157,46.13034152,S4,risa,CG,Stressed
1957,1957,1957,1957,r,13.45155566,46.35732607,1575.800524,1733.329246,4.654927533,28.74580947,S4,risa,CG,Stressed
1996,1996,1996,1996,r,15.12145259,38.00000195,1488.639096,1520.336462,7.921730219,74.80951358,S4,rasa1,CG,Unstressed
1997,1997,1997,1997,r,18.01210491,34.3646683,1508.541387,1699.17052,6.836340947,60.23669102,S4,rasa1,CG,Unstressed
2037,2037,2037,2037,r,33.67852545,34.54774707,2052.387366,2738.746347,3.523463756,13.88964554,S4,risa1,CG,Unstressed
2038,2038,2038,2038,r,34.77162145,42.10842914,1456.427003,1804.746641,4.952236169,31.89192503,S4,risa1,CG,Unstressed
2073,2073,2073,2073,r,13.74936319,45.15104715,1029.929756,875.5975529,11.33070438,200.1507016,S4,sara,CG,Stressed
2074,2074,2074,2074,r,20.23356287,50.92607627,1354.216053,920.1522007,10.07799904,143.3031072,S4,sara,CG,Stressed
2113,2113,2113,2113,r,15.40404814,32.10165976,1622.708623,1536.496783,7.827654449,90.29707464,S4,sari,CG,Stressed
2114,2114,2114,2114,r,14.98254976,46.87400525,1102.38862,665.9570002,9.910339054,204.2106995,S4,sari,CG,Stressed
2153,2153,2153,2153,r,20.13409979,34.02746274,2220.063066,2312.694693,3.788849907,20.19354708,S4,sara1,CG,Stressed
2154,2154,2154,2154,r,19.71108707,51.06154769,994.1089491,1158.571948,7.188886048,80.63996693,S4,sara1,CG,Stressed
2191,2191,2191,2191,r,19.62204357,38.61570137,1782.849176,2547.007357,4.026016543,19.61781047,S4,sari1,CG,Stressed
2192,2192,2192,2192,r,28.83851297,44.15724299,878.6235886,701.382169,14.02716268,299.0291452,S4,sari1,CG,Stressed
7,7,7,7,l,75.96481373,48.63718997,746.0415066,979.6558777,10.83057051,165.7775266,S5,lasa,CG,Stressed
8,8,8,8,l,72.93591366,53.04502722,1032.425143,991.6336444,8.675522934,125.8805537,S5,lasa,CG,Stressed
47,47,47,47,l,80.85143917,51.9674886,2097.156834,2035.280115,2.854518246,13.92662559,S5,lisa,CG,Stressed
48,48,48,48,l,89.8609402,49.68144668,562.214892,536.4800957,10.28689513,199.2252381,S5,lisa,CG,Stressed
86,86,86,86,l,56.09018111,49.86387167,600.827432,527.2888589,22.27946028,657.0642413,S5,lasa1,CG,Unstressed
87,87,87,87,l,68.16034788,50.67682281,1371.316048,1427.80264,5.044594962,46.36683439,S5,lasa1,CG,Unstressed
127,127,127,127,l,75.18234788,48.55712523,805.2369,1173.154655,8.471748353,92.10190568,S5,lisa1,CG,Unstressed
128,128,128,128,l,56.05859341,45.85385602,2612.674213,1902.813304,2.83104279,17.75432031,S5,lisa1,CG,Unstressed
167,167,167,167,l,63.29949367,46.3254701,882.2337767,956.5498527,7.517843074,109.7704913,S5,sala,CG,Stressed
168,168,168,168,l,62.17048278,49.79789925,1346.54105,1130.828728,5.035384777,54.75856966,S5,sala,CG,Stressed
206,206,206,206,l,73.35690708,48.95302183,829.6938044,1217.433646,7.213842546,79.91242325,S5,sali,CG,Stressed
207,207,207,207,l,62.67162537,48.80494796,1698.963805,1483.419892,2.349537531,15.32539273,S5,sali,CG,Stressed
247,247,247,247,l,70.9027161,48.21386062,1295.785622,1922.682856,5.048172245,31.40445334,S5,sala1,CG,Stressed
248,248,248,248,l,73.12461319,51.22242975,1000.210011,822.6260538,5.608339117,78.17200871,S5,sala1,CG,Stressed
286,286,286,286,l,77.02943234,53.02689757,1355.835323,1424.896734,2.791343586,18.7971882,S5,sali1,CG,Stressed
287,287,287,287,l,64.26452355,51.5933934,955.5927393,1172.025524,3.514591532,26.60413994,S5,sali1,CG,Stressed
657,657,657,657,m,70.2704816,43.80951619,1305.620709,1684.179679,6.014714393,54.72109809,S5,masa,CG,Stressed
658,658,658,658,m,80.392056,42.45276808,1458.762027,1257.862219,6.434168369,85.89451978,S5,masa,CG,Stressed
698,698,698,698,m,104.9513874,44.50460605,667.468453,724.0093292,14.25351605,320.8232497,S5,misa,CG,Stressed
699,699,699,699,m,95.63247151,45.76329677,921.9910812,1098.63529,7.911683748,109.3274814,S5,misa,CG,Stressed
739,739,739,739,m,77.00473609,42.30789191,1077.844294,1343.907116,8.64186257,103.4659804,S5,masa1,CG,Unstressed
740,740,740,740,m,67.77668721,44.70498204,1009.853726,1291.121854,9.140317166,113.2361757,S5,masa1,CG,Unstressed
780,780,780,780,m,91.16989207,43.69016077,602.0929421,808.7529403,16.24910026,328.1549178,S5,misa1,CG,Unstressed
781,781,781,781,m,84.96064693,45.91610589,638.1553138,831.1829111,13.26210309,242.7390115,S5,misa1,CG,Unstressed
819,819,819,819,m,67.8673796,42.62220199,1140.184024,1230.092962,8.114353464,101.3967672,S5,sama,CG,Stressed
820,820,820,820,m,65.14277677,41.81181306,884.2601874,1019.566462,9.086815309,143.5231442,S5,sama,CG,Stressed
859,859,859,859,m,93.72518533,46.1584526,641.5321466,739.7638487,12.79910427,265.5318759,S5,sami,CG,Stressed
860,860,860,860,m,73.44331098,45.31508399,1089.099224,1396.818493,7.927082596,90.23833008,S5,sami,CG,Stressed
895,895,895,895,m,96.95500947,44.31967701,1036.953014,1275.628605,7.854980818,98.70098971,S5,sama1,CG,Stressed
896,896,896,896,m,89.09587347,44.81459622,701.3733924,847.9718103,11.79375763,222.6955992,S5,sama1,CG,Stressed
934,934,934,934,m,79.9882953,47.3484189,476.6765801,246.0965106,33.79741686,2090.146113,S5,sami1,CG,Stressed
935,935,935,935,m,95.03559837,43.7265178,557.4337951,761.4882292,17.10134871,363.0806187,S5,sami1,CG,Stressed
1294,1294,1294,1294,n,82.67382738,45.05853877,536.9041237,366.3682705,31.91652501,1396.671492,S5,nasa,CG,Stressed
1295,1295,1295,1295,n,79.44804881,43.91135261,880.7217163,1372.346169,9.358763642,113.3464277,S5,nasa,CG,Stressed
1337,1337,1337,1337,n,74.91479504,45.9548853,968.4868468,1130.29656,9.246625294,137.1790598,S5,nisa,CG,Stressed
1338,1338,1338,1338,n,73.95059518,47.4333075,683.1906824,988.035255,11.9655469,196.3501342,S5,nisa,CG,Stressed
1377,1377,1377,1377,n,59.75010203,43.74841581,652.102541,799.4068306,14.52856071,294.9566144,S5,nasa1,CG,Unstressed
1378,1378,1378,1378,n,64.37927097,45.03594667,936.0141902,1386.981955,8.222685568,91.14269431,S5,nasa1,CG,Unstressed
1418,1418,1418,1418,n,61.3049374,45.312968,891.5311092,1399.978996,8.365767382,93.92600175,S5,nisa1,CG,Unstressed
1419,1419,1419,1419,n,77.43887843,43.81640127,596.4987388,733.4572944,18.37752434,405.6323667,S5,nisa1,CG,Unstressed
1460,1460,1460,1460,n,57.23394023,43.62394199,755.3216044,840.9586308,11.16395696,208.8656242,S5,sana,CG,Stressed
1461,1461,1461,1461,n,53.49553169,45.47245886,1137.978011,1223.937142,7.308507536,92.21836633,S5,sana,CG,Stressed
1500,1500,1500,1500,n,71.21985074,46.18983457,718.9327211,858.4433247,11.544409,211.3439635,S5,sani,CG,Stressed
1501,1501,1501,1501,n,68.11507077,45.06133806,582.0351963,482.4779629,22.47926504,762.2097462,S5,sani,CG,Stressed
1541,1541,1541,1541,n,79.19633198,45.29686933,494.6261808,354.6073334,31.99693445,1552.802409,S5,sana1,CG,Stressed
1542,1542,1542,1542,n,74.79653576,45.54318257,1010.252793,894.8226398,5.815607003,100.4500383,S5,sana1,CG,Stressed
1580,1580,1580,1580,n,92.47821682,45.37357848,502.153823,391.0937145,29.10279521,1178.307536,S5,sani1,CG,Stressed
1581,1581,1581,1581,n,79.93879759,44.44910734,528.1588497,550.8029476,20.07887987,578.3263579,S5,sani1,CG,Stressed
1919,1919,1919,1919,r,23.87693342,51.67437148,887.0447434,810.8090973,13.360616,228.3307454,S5,rasa,CG,Stressed
1920,1920,1920,1920,r,18.90181574,34.36775886,1426.778314,2053.21196,6.045163436,42.73709866,S5,rasa,CG,Stressed
1958,1958,1958,1958,r,26.24828514,37.17099701,2184.872004,2999.561027,2.868641919,9.376992197,S5,risa,CG,Stressed
1959,1959,1959,1959,r,17.866846,35.23116435,2069.580917,2373.727383,4.334860736,26.29439962,S5,risa,CG,Stressed
1998,1998,1998,1998,r,19.66442502,43.68009332,1114.292583,1973.733746,5.485280036,35.43484733,S5,rasa1,CG,Unstressed
1999,1999,1999,1999,r,15.15050437,39.42707372,992.3114088,1515.62945,8.38450983,78.94136268,S5,rasa1,CG,Unstressed
2039,2039,2039,2039,r,21.73073302,39.35675788,1335.423086,2253.339439,5.862071117,38.98658733,S5,risa1,CG,Unstressed
2040,2040,2040,2040,r,24.22192334,38.96053354,1060.123559,1658.392098,7.236723259,65.69834757,S5,risa1,CG,Unstressed
2075,2075,2075,2075,r,18.43863525,38.61337754,1299.899545,1202.296907,7.392055986,89.26154864,S5,sara,CG,Stressed
2076,2076,2076,2076,r,16.18975229,42.03624505,1192.486092,1615.782426,7.554560882,70.80379285,S5,sara,CG,Stressed
2115,2115,2115,2115,r,17.36269584,36.85288809,1167.782293,1902.716297,6.897575939,56.08644167,S5,sari,CG,Stressed
2116,2116,2116,2116,r,14.31370437,40.92658528,930.0369497,906.2960002,13.03391382,213.3089494,S5,sari,CG,Stressed
2155,2155,2155,2155,r,15.44474112,40.85581378,1116.285875,1641.400154,7.7330521,70.76107088,S5,sara1,CG,Stressed
2156,2156,2156,2156,r,17.00805999,45.21331324,721.0568931,768.1492418,15.32683762,326.4459964,S5,sara1,CG,Stressed
2193,2193,2193,2193,r,16.71922564,40.10741046,1034.567874,1401.103878,8.826463975,94.4992311,S5,sari1,CG,Stressed
2194,2194,2194,2194,r,15.61927658,33.18311588,2408.309931,3242.852427,3.182895175,11.1838713,S5,sari1,CG,Stressed
9,9,9,9,l,82.0327102,46.59491676,903.0996293,456.4364588,16.08821081,549.4158034,S6,lasa,CG,Stressed
10,10,10,10,l,104.3557037,46.76255762,700.4861103,785.6407062,14.75166815,284.8075168,S6,lasa,CG,Stressed
49,49,49,49,l,88.68619402,48.51375155,1138.407737,1239.15947,3.842235076,33.32151384,S6,lisa,CG,Stressed
50,50,50,50,l,84.50631192,48.45976405,955.943522,1147.09598,7.039210757,83.56707077,S6,lisa,CG,Stressed
88,88,88,88,l,80.5858406,50.96792629,745.3674858,722.7387847,17.15621321,369.8212932,S6,lasa1,CG,Unstressed
89,89,89,89,l,85.78982551,53.14239319,923.0723817,693.0720717,11.33556181,235.3968845,S6,lasa1,CG,Unstressed
129,129,129,129,l,74.07679935,44.88771507,826.9934386,1018.938618,8.507952671,122.3960009,S6,lisa1,CG,Unstressed
130,130,130,130,l,74.40113964,50.67774793,1018.34087,906.1506424,5.855718222,76.72723314,S6,lisa1,CG,Unstressed
169,169,169,169,l,68.89270583,52.29353479,1139.281142,1121.395198,9.359201443,126.8723732,S6,sala,CG,Stressed
170,170,170,170,l,69.84890894,51.31000436,1139.860217,620.2154206,8.878509581,205.5686561,S6,sala,CG,Stressed
208,208,208,208,l,59.49772228,52.57785267,998.6128224,1104.88358,5.887407073,67.94408203,S6,sali,CG,Stressed
209,209,209,209,l,72.16453333,47.24163072,958.5147291,860.7179983,4.619457759,56.73842817,S6,sali,CG,Stressed
249,249,249,249,l,100.5903411,56.07715797,807.562542,494.9001487,24.28565893,769.6956028,S6,sala1,CG,Stressed
250,250,250,250,l,83.77212005,55.44705333,737.7521363,344.2502424,23.41190848,933.5358855,S6,sala1,CG,Stressed
288,288,288,288,l,103.9451857,55.93877477,724.1531927,734.5841852,6.277548647,84.41991696,S6,sali1,CG,Stressed
289,289,289,289,l,87.66043996,51.37298576,917.9544441,996.2955937,5.727483894,69.64353024,S6,sali1,CG,Stressed
659,659,659,659,m,78.85236513,46.93376501,990.0480905,823.1795334,12.29887057,254.4159243,S6,masa,CG,Stressed
660,660,660,660,m,84.32457792,40.61442937,682.3974738,811.6661587,15.94350811,312.9426779,S6,masa,CG,Stressed
700,700,700,700,m,92.34106677,47.72088559,1095.239396,1324.485034,8.705520245,110.5608529,S6,misa,CG,Stressed
701,701,701,701,m,109.0404025,46.75358573,656.2103015,341.0899139,18.2195901,802.2279708,S6,misa,CG,Stressed
741,741,741,741,m,76.39895607,49.17012512,778.8279947,659.61114,13.09744098,314.1392738,S6,masa1,CG,Unstressed
742,742,742,742,m,56.39811928,45.16387123,714.0555831,601.736688,28.93893912,901.169654,S6,masa1,CG,Unstressed
782,782,782,782,m,39.4968569,44.80610834,1307.339614,1371.255818,5.803477134,70.83628759,S6,misa1,CG,Unstressed
783,783,783,783,m,40.53173109,44.80367512,706.5744842,464.1740627,24.44035558,924.1320108,S6,misa1,CG,Unstressed
821,821,821,821,m,78.14368288,43.2083407,825.7703458,932.9397306,13.68462233,259.6626141,S6,sama,CG,Stressed
822,822,822,822,m,79.6125491,44.17144101,707.341008,646.8216395,21.68371124,592.9565398,S6,sama,CG,Stressed
861,861,861,861,m,77.1413977,43.27169703,1611.200927,645.653013,13.95901653,369.7645128,S6,sami,CG,Stressed
862,862,862,862,m,57.95973295,48.24294038,810.8406837,932.9174449,13.49568705,248.5658834,S6,sami,CG,Stressed
897,897,897,897,m,128.6500415,40.99777376,1156.196527,1457.822322,8.474225192,98.06336161,S6,sama1,CG,Stressed
898,898,898,898,m,122.5233253,39.61562455,950.4852798,946.2888767,14.58313134,270.459917,S6,sama1,CG,Stressed
936,936,936,936,m,86.52199268,41.3135725,1369.481678,1260.827907,8.157159472,113.5006558,S6,sami1,CG,Stressed
937,937,937,937,m,71.21070184,40.90741834,789.1294541,1118.157314,11.77240118,179.8039343,S6,sami1,CG,Stressed
1296,1296,1296,1296,n,68.99834357,39.57434974,1502.717056,1523.240684,5.603722105,57.93998544,S6,nasa,CG,Stressed
1297,1297,1297,1297,n,72.51691582,38.57830269,790.0038463,1305.881317,9.161039107,94.55053683,S6,nasa,CG,Stressed
1339,1339,1339,1339,n,85.61690862,46.5499408,851.0520551,671.6827117,12.61758453,316.6958514,S6,nisa,CG,Stressed
1340,1340,1340,1340,n,87.94916167,47.70501492,1280.670717,1324.119061,6.059628681,74.47450986,S6,nisa,CG,Stressed
1379,1379,1379,1379,n,85.29887411,41.078317,661.6033118,560.6030875,22.5819364,717.4333302,S6,nasa1,CG,Unstressed
1380,1380,1380,1380,n,106.8595944,38.5481063,724.2540078,734.6655876,16.21391182,392.7765653,S6,nasa1,CG,Unstressed
1420,1420,1420,1420,n,43.25269298,40.66064352,900.7276322,1317.981945,11.13045476,149.383339,S6,nisa1,CG,Unstressed
1421,1421,1421,1421,n,71.93637664,39.3469461,1280.018275,2119.496488,5.429001792,38.55806421,S6,nisa1,CG,Unstressed
1462,1462,1462,1462,n,90.86233627,43.69562238,750.9510706,550.2829726,18.56827085,583.696792,S6,sana,CG,Stressed
1463,1463,1463,1463,n,54.81463116,47.2398941,989.5432017,889.3087487,13.83127273,265.0131789,S6,sana,CG,Stressed
1502,1502,1502,1502,n,60.43664461,45.33854201,787.2222022,703.516519,14.78333856,363.290372,S6,sani,CG,Stressed
1503,1503,1503,1503,n,57.23394023,47.56730036,1148.491238,1447.318782,8.185151163,94.79710961,S6,sani,CG,Stressed
1543,1543,1543,1543,n,90.41581234,41.12270598,779.6716985,889.5473493,11.22981565,210.6685659,S6,sana1,CG,Stressed
1544,1544,1544,1544,n,110.6768739,38.73205227,901.4796058,1345.369014,10.7362903,143.7741745,S6,sana1,CG,Stressed
1582,1582,1582,1582,n,81.07724486,42.17669134,1196.978209,1082.889059,6.2366284,89.36412792,S6,sani1,CG,Stressed
1583,1583,1583,1583,n,144.7532957,40.55827186,1071.615128,1166.459917,7.111468044,102.122172,S6,sani1,CG,Stressed
1921,1921,1921,1921,r,21.54741743,40.40124769,862.0701429,1123.755902,10.93099399,161.63124,S6,rasa,CG,Stressed
1922,1922,1922,1922,r,11.75408561,40.26748596,1642.597833,1578.368756,6.902722066,67.69548065,S6,rasa,CG,Stressed
1960,1960,1960,1960,r,28.75036987,45.95103735,1356.820937,1767.09159,6.337218986,55.29067814,S6,risa,CG,Stressed
1961,1961,1961,1961,r,29.52387357,38.16705986,1333.730152,1092.345951,6.811911561,94.34078412,S6,risa,CG,Stressed
2000,2000,2000,2000,r,52.56919973,29.76389121,1936.27914,1211.152678,3.326130897,28.91631992,S6,rasa1,CG,Unstressed
2001,2001,2001,2001,r,27.19246806,39.43939854,1385.090289,851.9513366,8.194265166,163.3992358,S6,rasa1,CG,Unstressed
2041,2041,2041,2041,r,27.32683255,23.51383452,3257.359957,4413.666374,3.177784245,9.693973958,S6,risa1,CG,Unstressed
2042,2042,2042,2042,r,90.53261601,NA,1366.286612,1202.575899,4.103794053,42.24251416,S6,risa1,CG,Unstressed
2077,2077,2077,2077,r,15.61700269,45.68163372,1374.041913,1520.297946,6.213403506,58.92901874,S6,sara,CG,Stressed
2078,2078,2078,2078,r,33.01497089,50.11102263,814.3629355,579.8716451,18.92479733,501.9386367,S6,sara,CG,Stressed
2117,2117,2117,2117,r,19.79908299,47.86250432,796.0925108,740.9621968,10.57179843,210.9508062,S6,sari,CG,Stressed
2118,2118,2118,2118,r,16.49923583,41.79418615,1072.392957,474.6964682,19.48675752,667.5028197,S6,sari,CG,Stressed
2157,2157,2157,2157,r,96.54252858,NA,1035.834492,719.5648214,12.65272435,263.5251823,S6,sara1,CG,Stressed
2158,2158,2158,2158,r,61.0031746,33.71699755,1487.994999,1525.858482,7.442219367,80.14402514,S6,sara1,CG,Stressed
2195,2195,2195,2195,r,55.43743238,32.78436445,1825.847306,989.6429986,6.524098984,115.0131629,S6,sari1,CG,Stressed
2196,2196,2196,2196,r,88.67789283,NA,1137.176868,854.8133699,12.79628593,257.498008,S6,sari1,CG,Stressed
11,11,11,11,l,80.95133793,47.63710321,647.2898521,341.5017876,16.97425778,835.5166447,S7,lasa,CG,Stressed
12,12,12,12,l,70.95703228,55.04398569,1002.70798,894.0394759,12.49591129,224.9103857,S7,lasa,CG,Stressed
51,51,51,51,l,65.46442078,49.81235317,502.0819481,423.4017428,34.44659045,1414.137481,S7,lisa,CG,Stressed
52,52,52,52,l,49.38302189,51.58193809,778.7633927,606.7461811,11.99636013,310.1306368,S7,lisa,CG,Stressed
90,90,90,90,l,68.01140057,48.23194035,686.8976873,664.4582069,20.2856134,560.0509383,S7,lasa1,CG,Unstressed
91,91,91,91,l,64.54625218,54.97622484,620.8235467,290.3154983,27.88521853,1514.459528,S7,lasa1,CG,Unstressed
131,131,131,131,l,45.68872367,40.99271079,945.2273097,2283.917225,7.091111216,53.70259002,S7,lisa1,CG,Unstressed
132,132,132,132,l,44.45838219,52.17179391,674.5333225,916.5774577,13.07200336,231.7393416,S7,lisa1,CG,Unstressed
171,171,171,171,l,61.28610658,57.07502573,830.1401814,658.4244913,14.00037672,340.0859096,S7,sala,CG,Stressed
210,210,210,210,l,48.22489408,48.75266547,722.6963214,441.7518346,19.56075304,762.3135779,S7,sali,CG,Stressed
211,211,211,211,l,48.69073387,50.09923793,682.9172313,361.2430437,34.16525996,1650.272148,S7,sali,CG,Stressed
251,251,251,251,l,59.41127894,52.9912619,612.6864218,232.0101536,45.10101706,3185.647808,S7,sala1,CG,Stressed
252,252,252,252,l,74.0344469,48.56127336,735.6427378,722.1580312,20.01382361,512.2026084,S7,sala1,CG,Stressed
